title,culture/people,media/materials,object type,place,collection history,image
Mano/Grinding stone,probably Casas Grandes Tradition (archaeological culture) (attributed)  ,Ground,Food Gathering and Preparation,Paquimé region; Paquimé (Casas Grandes); Casas Grandes Municipality; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of William M. Fitzhugh (1853-1929, a San Francisco collector); purchased by MAI from the estate of William M. Fitzhugh in 1936.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4155/039/088.700x700.jpg
Food grater,probably Ostionoid Tradition (archaeological culture) (attributed)  ,"Pecked, carved, ground",Food Gathering and Preparation,Île de la Gonâve; La Gonâve Arrondissement; Ouest Department; Haiti,"Collected or purchased from local residents in 1938 by Frank R. Crumbie, Jr. (1900-1960, an American who held several government positions in Haiti during its 1915-1934 occupation by the U.S.) during fieldwork sponsored by MAI.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/84/051/198843-000.700x700.jpg
title,culture/people,media/materials,object type,place,collection history,image
Mat,Kickapoo [Oklahoma]  ,Plaited,Furnishings (Home),Oklahoma; USA,"Collected from Pi-ne-so (Oklahoma Kickapoo) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923) and Hope M. Fulbright (1879-1949), during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4132/604/032.700x700.jpg
Mat,Meskwaki (Fox)  ,"Plaited, twill-plaited",Furnishings (Home),Iowa; USA,"Collected from Pe'-mi'-ta or Wi'-hu'k' ( Meskwaki women) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4127/169/029.700x700.jpg
Mat,Kickapoo [Oklahoma]  ,Plaited,Furnishings (Home),Oklahoma; USA,"Collected from Pi-ne-so (Oklahoma Kickapoo) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923) and Hope M. Fulbright (1879-1949), during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4132/598/026.700x700.jpg
Blanket,Diné (Navajo)  ,"Dyed, woven",Furnishings (Home),Arizona or New Mexico; USA (inferred),"Purchased by Dr. David M. Nowlin (1866-1934) at a Chautauqua assembly near Montgomery City. Missouri, in the late 1920s or early 1930s as a gift for his daughter Fanny Nowlin Griffith (Fanny Pannill Nowlin/Mrs. Joseph Milton Griffith Jr., 1903-1998); given by Mrs. Griffith to her daughter Sue Ann Griffith in the 1970s; donated to NMAI by Sue Ann Griffith in 2017.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10394/644/270067_000_001_20170725_ps.700x700.jpg
Backrest,Kiowa  ,"Cut, stitched",Furnishings (Home),Oklahoma; USA,"Collection history unknown; purchased from Frank Seawell Sneed (1876-1936, a storekeeper in Lawton, Oklahoma) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10094/693/DSC00004.700x700.jpg
Mat,Chitimacha  ,Twill-plaited,Furnishings (Home),Near Baldwin; Baldwin; Saint Mary Parish; Louisiana; USA,"Collected from Delphine Stouff (Chitimacha, 1872-1940) in 1908 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4139/796/004.700x700.jpg
Lamp part/fragment,Kalaallit (Greenland Eskimo)  ,Ground,Furnishings (Home),Greenland (Kalaallit Nunaat),Collection history unknown; formerly in the collection of the Academy of Natural Sciences of Philadelphia; lent to MAI by the Academy of Natural Sciences in 1929.,https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4030/589/179.700x700.jpg
Lamp part/fragment,Netsilingmiut Inuit (Netsilik Eskimo) [Aivilingmiut/Aivilirmiut/Aivilik]  ,Aboriginally repaired,Furnishings (Home),"Murray Harbor, Lyon Inlet, Melville Peninsula; Kivalliq Region (Keewatin); Nunavut; Canada","Collected by polar explorer Captain Robert A. Bartlett (1875-1946), probably in 1933; acquired by MAI through an exchange with Captain Bartlett in 1933.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4095/860/191.700x700.jpg
Seat,possibly Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Pecked, carved, ground",Furnishings (Home),Barrio Maygueyes; Comerío Municipality; Puerto Rico,Collection history unknown; purchased by MAI from an unknown source in 1931.,https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/86/296/180942.700x700.jpg
Lamp,probably Inuvialuit Inupiaq (Mackenzie Delta Eskimo) (attributed)  ,Coiled/hand built,Furnishings (Home),Mackenzie River; Northwest Territories; Canada,"Collection history unknown; purchased by MAI in 1938 from Ye Olde Curiosity Shop (Seattle, Washington), which was owned and operated by James E. Standley (1854-1940), possibly using funds donated by Dr. Ralph C. Williams (1876-1940, an orthopedic surgeon in Brooklyn, New York).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10095/821/DSC00028.700x700.jpg
Seat,probably Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Pecked, carved, ground",Furnishings (Home),Loíza; Loíza Municipality; Puerto Rico,Collection history unknown; purchased by MAI from an unknown source in 1930.,https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4015/510/017.700x700.jpg
Lamp and stand model,Kalaallit (Greenland Eskimo)  ,Carved,Furnishings (Home),Kitaa (West Greenland); Greenland (Kalaallit Nunaat),"Collected by Thorild Wulff (1877-1917, a Swedish botanist and polar explorer) between 1916 and 1917; formerly in the collection of the Naturhistoriska Riksmuseum (Stockholm, Sweden); acquired by MAI through an exchange with the Naturhistoriska Riksmuseum in 1922.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4022/439/132.700x700.jpg
Seat,probably Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Pecked, ground, carved",Furnishings (Home),Puerto Rico,Collection history unknown; purchased by MAI from an unknown source in 1924.,https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/87/202/129886.700x700.jpg
Lamp stand,Tunumiit (East Greenland Eskimo) [Ammassalik] (Angmagsalik Eskimo)  ,Carved,Furnishings (Home),"Tasiilaq (Ammassalik, Angmagssalik); Ammassalik Municipality (Angmagssalik, Ammassallip); Tunu (East Greenland); Greenland (Kalaallit Nunaat)","Possibly collected during the Fourth Thule Expedition (1919-1920), led by Danish explorer Knud Rasmussen (1879-1933); formerly in the collection of the Nationalmuseet (National Museum, Copenhagen, Denmark); acquired by MAI through an exchange with the Nationalmuseet in 1922.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4029/758/007.700x700.jpg
Lamp,Caribou Inuit (Caribou Eskimo) [Karnermiut/Qaermiut]  ,Aboriginally repaired,Furnishings (Home),Chesterfield Inlet (Igluigaarjuk); Kivalliq Region (Keewatin); Nunavut; Canada,"Collected between 1913 and 1916 by Christian Leden (1882-1957, Arctic explorer); purchased by MAI from Christian Leden in 1917 using funds donated by MAI trustee James B. Ford (1844-1928).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4096/054/079.700x700.jpg
Lamp and stand,Kalaallit (Greenland Eskimo)  ,Carved,Furnishings (Home),Greenland (Kalaallit Nunaat),Collection history unknown; formerly in the collection of the Academy of Natural Sciences of Philadelphia; lent to MAI by the Academy of Natural Sciences in 1929.,https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4022/050/033.700x700.jpg
Lamp and stand model,Kalaallit (Greenland Eskimo)  ,Carved,Furnishings (Home),Kitaa (West Greenland); Greenland (Kalaallit Nunaat),"Collected by Thorild Wulff (1877-1917, a Swedish botanist and polar explorer) between 1916 and 1917; formerly in the collection of the Naturhistoriska Riksmuseum (Stockholm, Sweden); acquired by MAI through an exchange with the Naturhistoriska Riksmuseum in 1922.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4022/437/130.700x700.jpg
Seat,probably Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Carved, incised",Furnishings (Home),Cave; Maracayo; Camuy Municipality; Puerto Rico,Collection history unknown; purchased by MAI from an unknown source in 1925.,https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4015/508/015.700x700.jpg
title,culture/people,media/materials,object type,place,collection history,image
"Breechcloth, neck ornament, and sash/belt",Oklahoma Muskogee (Creek)  ,Sewn,"Games, Toys, Gambling: Ball game items",Oklahoma; USA,"Collected from Thomas Dayu (Oklahoma Muskogee) by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) in 1909 during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10045/220/019.700x700.jpg
Male doll,Seneca [Cattaraugus]  ,"Wrapped, edge beaded","Games, Toys, Gambling: Dolls",New York; USA,"Collected by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) before 1915; inherited by his widow, Marie Walsh Harrington (1907-1986); purchased by MAI from Marie Harrington in 1981.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4065/636/010.700x700.jpg
Ball stick and ball,Chickasaw  ,Carved,"Games, Toys, Gambling: Ball game items",Oklahoma; USA,"Collected from Lou Brown (Oklahoma Chickasaw) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923), during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4135/131/036.700x700.jpg
Female doll,Niuam (Comanche)  ,Sewn,"Games, Toys, Gambling: Dolls",Oklahoma; USA,"Collected from Orion's mother (Niuam) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10046/675/073.700x700.jpg
Game wheel/hoop,Niuam (Comanche)  ,"Carved, bent, laced, painted","Games, Toys, Gambling",Oklahoma; USA,"Collection history unknown; purchased from Mr. Carruthers (a missionary near Apache, Oklahoma) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10045/619/034.700x700.jpg
Game wheel/hoop,Niuam (Comanche)  ,"Bent, laced","Games, Toys, Gambling",Oklahoma; USA,"Collected from Tsi’dyu’kwe (Comanche) or Ic-si' (Niuam) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4016/750/019.700x700.jpg
Game wheel stick/arrow,Niuam (Comanche)  ,"Carved, notched, tied, painted","Games, Toys, Gambling",Oklahoma; USA,"Collection history unknown; purchased from Mr. Carruthers (a missionary near Apache, Oklahoma) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10045/618/033.700x700.jpg
Dice/Die,Osage  ,"Carved, painted","Games, Toys, Gambling",Oklahoma; USA,"Collected from Sha' blah scah (Osage) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4148/450/034.700x700.none.jpg
Dice/Die,Osage  ,"Carved, painted","Games, Toys, Gambling",Oklahoma; USA,"Collected from Sha' blah scah (Osage) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4148/460/044.700x700.none.jpg
Hat/Cap,Mississippi Choctaw  ,"Sewn, appliquéd","Games, Toys, Gambling: Ball game items",Neshoba County and Scott County; Mississippi; USA,"Collected from Boston Bell (Mississippi Choctaw) in 1908 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/261/347/03.700x700.jpg
Yoke fragment (ball-game accessory),probably Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Pecked, carved, incised, ground",Sculpture/Carving/Figures,Puerto Rico,"Collection history unknown; formerly in the collection of Ernest O. Schernikow (1860-1933, a businessman involved in mining, diplomat, and collector); acquired by George Heye from Ernest Schernikow in 1907.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/85/927/014018-000.700x700.jpg
Yoke (ball-game accessory),probably Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Pecked, carved, grooved, ground",Sculpture/Carving/Figures,Arecibo; Arecibo Municipality; Puerto Rico,"Collection history unknown; formerly in the collection of José Felix Seijo (1879-ca. 1950), a Puerto Rican coffee farmer, census taker, judge, and collector; purchased from Felix Seijo in 1912 by Dr. Jesse Walter Fewkes (1850-1930, an anthropologist with the U.S. Bureau of American Ethnology who worked in the Caribbean) while acting on behalf of George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10095/733/DSC00010.700x700.jpg
Yoke (ball-game accessory) (unfinished),possibly Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Pecked, ground",Sculpture/Carving/Figures,Puerto Rico,Collection history unknown; purchased by MAI from an unknown source in 1926.,https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/81/067/146289.700x700.jpg
Yoke fragment (ball-game accessory),probably Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Pecked, carved, ground",Sculpture/Carving/Figures,Puerto Rico,Collection history unknown; purchased by MAI from an unknown source in 1926.,https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/87/222/150878.700x700.jpg
